Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TSI,"TCW Strategic Income Fund, Inc.",5.73,$273.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,82.62,$29.2B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel
TISI,"Team, Inc.",13.45,$401.34M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,27.25,$12.73B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,21.41,$12.2B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/teck
TK,Teekay Corporation,8.99,$775.47M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,17.1,$1.36B,2005,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,25.8784,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tgp^a
TOO,Teekay Offshore Partners L.P.,2.6,$400.14M,2006,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,22.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,23.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^b
TNK,Teekay Tankers Ltd.,1.61,$288.55M,2007,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,8.44,$959.59M,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,12.24,$2.63B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,21.23,$442.97M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,25.21,$1.01B,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,18.74,$815.49M,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,21.48,$458.87M,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,14.5,$447.4M,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw
TDOC,"Teladoc, Inc.",33.5,$1.9B,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc
TEO,Telecom Argentina Stet - France Telecom S.A.,30.73,$5.96B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TI,Telecom Italia S.P.A.,9.75,$20.54B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ti.a
TDY,Teledyne Technologies Incorporated,158.25,$5.59B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,239.73,$10.8B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,16.5,$27.86B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,10.9,$54.91B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",25.23,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.65,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",26.3601,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",27.06,$2.99B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TU,TELUS Corporation,36.22,$21.51B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",21.24,$727.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,17.02,$306.52M,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",11.57,$555.34M,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",6.66,$893.4M,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",61.89,$3.34B,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,29.05,$17.15B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts
THC,Tenet Healthcare Corporation,15.72,$1.58B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc
TNC,Tennant Company,63.65,$1.13B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,57.42,$3.05B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,25.48,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.25,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,33.05,$4.16B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TER,"Teradyne, Inc.",35.62,$7.05B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter
TEX,Terex Corporation,44.23,$3.95B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,31.98,$6.28B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx
TNH,"Terra Nitrogen Company, L.P.",80.49,$1.49B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/tnh
TRNO,Terreno Realty Corporation,36.84,$1.93B,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/trno
TTI,"Tetra Technologies, Inc.",2.55,$295.54M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,16.99,$17.26B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,390.26,$3.07B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,16.55,$940.27M,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,52.46,$13.89B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt
TTF,"Thai Fund, Inc. (The)",9.48,$110.2M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ttf
AES,The AES Corporation,11.27,$7.44B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes
BX,The Blackstone Group L.P.,32.33,$38.58B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx
CEE,"The Central and Eastern Europe Fund, Inc.",24.35,$181.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee
SCHW,The Charles Schwab Corporation,40.65,$54.44B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw
SCHW^B,The Charles Schwab Corporation,25.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^b
SCHW^C,The Charles Schwab Corporation,27.145,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^d
SRV,The Cushing MLP Total Return Fund,11.73,$78.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srv
GRX,The Gabelli Healthcare & Wellness Trust,10.28,$203.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,26.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,26.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,10.13,$184.86M,2007,n/a,n/a,http://www.nasdaq.com/symbol/gdl
GDL^B,The GDL Fund,50.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdl^b
THG,"The Hanover Insurance Group, Inc.",95.55,$4.05B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.48,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
RUBI,"The Rubicon Project, Inc.",4.05,$201.78M,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rubi
TRV,"The Travelers Companies, Inc.",120.72,$33.31B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv
TMO,Thermo Fisher Scientific Inc,191.86,$76.78B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",17.79,$576.44M,2011,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,14.35,$1.54B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,17.4,$129.09M,2013,n/a,n/a,http://www.nasdaq.com/symbol/tslf
TCRX,"THL Credit, Inc.",25.2652,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/tcrx
TCRZ,"THL Credit, Inc.",25.681,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,45.42,$32.46B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",113.98,$5.99B,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,29.13,$537.63M,2017,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tdw
TIER,"TIER REIT, Inc.",18.6,$889.88M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier
TIF,Tiffany & Co.,89.47,$11.14B,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",11.68,$336.65M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,18.51,$8.96B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TIME,Time Inc.,13.2,$1.31B,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/time
TWX,Time Warner Inc.,101.97,$79.31B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx
TKR,Timken Company (The),47.8,$3.72B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
TMST,Timken Steel Corporation,14.88,$661.04M,2014,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",10.17,$607.16M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",73.42,$46.72B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx
TOL,Toll Brothers Inc.,39.95,$6.32B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",37.95,$2.4B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,58.99,$2.1B,2015,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bld
TMK,Torchmark Corporation,77.53,$9.02B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk
TMK^B,Torchmark Corporation,25.5538,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^b
TMK^C,Torchmark Corporation,27.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^c
TTC,Toro Company (The),60.59,$6.53B,n/a,Capital Goods,Tools/Hardware,http://www.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),54.9,$101.5B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/td
NDP,"Tortoise Energy Independence Fund, Inc.",12.65,$184.17M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,28.89,$1.42B,2004,n/a,n/a,http://www.nasdaq.com/symbol/tyg
NTG,"Tortoise MLP Fund, Inc.",18.22,$859.27M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy Fund, Inc.",18.96,$189.91M,2011,n/a,n/a,http://www.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",20.85,$144.94M,2009,n/a,n/a,http://www.nasdaq.com/symbol/tpz
TOT,Total S.A.,53.81,$134.06B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tot
TSS,"Total System Services, Inc.",66.37,$12.23B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss
TOWR,"Tower International, Inc.",24.2,$496.61M,2010,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr
TSQ,"Townsquare Media, Inc.",9.88,$182.57M,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,117.59,$174.91B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tm
TPGE,TPG Pace Energy Holdings Corp.,9.8,$159.25M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/tpge
TPGE.U,TPG Pace Energy Holdings Corp.,n/a,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/tpge.u
TPGE.WS,TPG Pace Energy Holdings Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tpge.ws
TPGH,TPG Pace Holdings Corp.,9.75,$550.88M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/tpgh
TPGH.U,TPG Pace Holdings Corp.,n/a,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/tpgh.u
TPGH.WS,TPG Pace Holdings Corp.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tpgh.ws
TRTX,"TPG RE Finance Trust, Inc.",19.51,$1.2B,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/trtx
TSLX,"TPG Specialty Lending, Inc.",20.14,$1.21B,2014,n/a,n/a,http://www.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,6.025,$1.73B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tac
TRP,TransCanada Corporation,50.58,$44.22B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp
TCI,"Transcontinental Realty Investors, Inc.",25.67,$223.79M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,264.64,$13.74B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg
TLP,TransMontaigne Partners L.P.,43.75,$707.06M,2005,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tlp
RIG,Transocean Ltd.,9.29,$3.63B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
TGS,Transportadora De Gas Sa Ord B,17.48,$2.78B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TRU,TransUnion,42.35,$7.7B,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tru
TVPT,Travelport Worldwide Limited,15.47,$1.93B,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tvpt
TREC,Trecora Resources,12.9,$313.52M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
TG,Tredegar Corporation,16.7,$551.6M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",67.29,$3.85B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ths
TRMR,"Tremor Video, Inc.",3.82,$192.84M,2013,Technology,Advertising,http://www.nasdaq.com/symbol/trmr
TREX,"Trex Company, Inc.",80.09,$2.36B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,25.23,$1.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,52.4,n/a,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",13.05,$1.97B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tph
TCAP,Triangle Capital Corporation,13.83,$660.32M,2007,n/a,n/a,http://www.nasdaq.com/symbol/tcap
TCCA,Triangle Capital Corporation,25.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcca
TCCB,Triangle Capital Corporation,25.5929,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tccb
TRCO,Tribune Media Company,40.34,$3.52B,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/trco
TNET,"TriNet Group, Inc.",34.02,$2.36B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",29.66,$4.49B,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,68.05,$2.98B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,13.14,$210.48M,2014,n/a,n/a,http://www.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,25.39,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/tpvy
GTS,Triple-S Management Corporation,24.35,$595.24M,2007,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/gts
TRTN,Triton International Limited,32.92,$1.1B,2016,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/trtn
TGI,"Triumph Group, Inc.",28.2,$1.4B,1996,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tgi
TROX,Tronox Limited,23.49,$2.79B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",21.4,$898.84M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/tbi
TNP,Tsakos Energy Navigation Ltd,4.46,$377.17M,2002,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tnp
TNP^B,Tsakos Energy Navigation Ltd,25.619,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^b
TNP^C,Tsakos Energy Navigation Ltd,25.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,25.0993,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^d
TNP^E,Tsakos Energy Navigation Ltd,25.4204,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^e
TUP,Tupperware Brands Corporation,59.18,$3.01B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,8.58,$7.55B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TKF,"Turkish Investment Fund, Inc. (The)",10.05,$43.66M,1989,n/a,n/a,http://www.nasdaq.com/symbol/tkf
TPB,"Turning Point Brands, Inc.",17.43,$331.68M,2016,Consumer Non-Durables,Tobacco,http://www.nasdaq.com/symbol/tpb
TRQ,Turquoise Hill Resources Ltd.,3.11,$6.26B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,26.95,$1.34B,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,http://www.nasdaq.com/symbol/tpc
TWLO,Twilio Inc.,31.14,$2.86B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/twlo
TWTR,"Twitter, Inc.",17.6,$12.99B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,10.04,$3.5B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/two
TWO^A,Two Harbors Investments Corp,26.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/two^a
TWO^B,Two Harbors Investments Corp,25.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/two^b
TYL,"Tyler Technologies, Inc.",170.12,$6.35B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
TSN,"Tyson Foods, Inc.",67.41,$24.22B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn
USB,U.S. Bancorp,52.38,$87.62B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,902,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,23.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,29.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^m
USB^O,U.S. Bancorp,26.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^o
USPH,"U.S. Physical Therapy, Inc.",60.6,$762.42M,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/usph
SLCA,"U.S. Silica Holdings, Inc.",29.2,$2.37B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/slca
UBS,UBS AG,16.81,$62.48B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/ubs
UGI,UGI Corporation,47.91,$8.31B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi
UGP,Ultrapar Participacoes S.A.,24.75,$13.77B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp
UMH,"UMH Properties, Inc.",15.68,$531.47M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/umh
UMH^B,"UMH Properties, Inc.",27.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^b
UMH^C,"UMH Properties, Inc.",26.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^c
UA,"Under Armour, Inc.",16.14,$7.12B,2016,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua
UAA,"Under Armour, Inc.",17.37,$7.66B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/uaa
UFI,"Unifi, Inc.",33,$602.62M,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/ufi
UNF,Unifirst Corporation,145.7,$2.95B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/unf
UN,Unilever NV,60.63,$174.82B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/un
UL,Unilever PLC,59.23,$170.78B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ul
UNP,Union Pacific Corporation,112.03,$89.67B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/unp
UIS,Unisys Corporation,8.15,$411.33M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis
UNT,Unit Corporation,18.69,$988.45M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/unt
UAL,"United Continental Holdings, Inc.",58.11,$17.68B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual
UDR,"United Dominion Realty Trust, Inc.",38.92,$10.41B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udr
UMC,United Microelectronics Corporation,2.66,$6.72B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/umc
UPS,"United Parcel Service, Inc.",117.59,$101.83B,1999,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups
URI,"United Rentals, Inc.",129.43,$10.94B,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
USM,United States Cellular Corporation,35.23,$3B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,26.01,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,26.3683,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,26.8999,n/a,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzc
X,United States Steel Corporation,25.53,$4.47B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/x
UTX,United Technologies Corporation,112.77,$90.05B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx
UNH,UnitedHealth Group Incorporated,198.19,$191.62B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh
UTL,UNITIL Corporation,49.6,$700.13M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/utl
UNVR,Univar Inc.,28.05,$3.94B,2015,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/unvr
UVV,Universal Corporation,57.9,$1.47B,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/uvv
UHT,Universal Health Realty Income Trust,74.44,$1.01B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uht
UHS,"Universal Health Services, Inc.",108.92,$10.42B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
UVE,UNIVERSAL INSURANCE HOLDINGS INC,20.4,$710.87M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UTI,Universal Technical Institute Inc,3.31,$81.95M,2003,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/uti
UNM,Unum Group,48.97,$11.05B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm
UE,Urban Edge Properties,24.94,$2.68B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/ue
UBA,Urstadt Biddle Properties Inc.,21.93,$863.94M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uba
UBP,Urstadt Biddle Properties Inc.,18,$709.12M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ubp
UBP^G,Urstadt Biddle Properties Inc.,26.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^g
USFD,US Foods Holding Corp.,27.35,$6.14B,2016,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/usfd
USAC,"USA Compression Partners, LP",15.46,$951.95M,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/usac
