Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
APVO,Aptevo Therapeutics Inc.,2.03,$43.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo
APTO,"Aptose Biosciences, Inc.",1.67,$40M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",6.54,$131.88M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",7.21,$64.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb
AQXP,"Aquinox Pharmaceuticals, Inc.",13.83,$324.52M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,1.43,$21.61M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,1.45,$95.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
PETX,"Aratana Therapeutics, Inc.",6.23,$267.9M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,5.65,$310.9M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",2.35,$42.7M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",1.15,$16.56M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",0.45,$19.2M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,28.95,$744.2M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,96.87,$12.66B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,25.19,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,24.62,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp
APLP,"Archrock Partners, L.P.",13.9,$911.57M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ARDX,"Ardelyx, Inc.",5.55,$263.32M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",24.31,$953.44M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,15.67,$6.68B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,21.3,$572.36M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/argx
AGII,"Argo Group International Holdings, Ltd.",60.7,$1.83B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,"Argo Group International Holdings, Ltd.",25.21,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
ARGS,"Argos Therapeutics, Inc.",0.175,$9.62M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARKR,Ark Restaurants Corp.,24.01,$82.25M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,3.4,$89.85M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",1.18,$83.98M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,11.29,$1.94B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,27.74,$5.2B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,Arrow DWA Tactical ETF,11.394,$7.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,33.3,$463.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",3.31,$247.5M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
ARTNA,Artesian Resources Corporation,37.13,$341.17M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.7,$11.24M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ASBB,"ASB Bancorp, Inc.",44.6,$168.95M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",2.22,$432.99M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,29.44,$956.88M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",10.4,$128.49M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.95,$40.77M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,166.99,$71.89B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,6.46,$87.81M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",63.82,$4.67B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",30.78,$534.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",7.75,$51.33M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",51.69,$1.19B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,28.91,$829.76M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",12.85,$86.64M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,0.75,$15.42M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,11.01,$136.76M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",7.79,$76.34M,2017,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,4.67,$113.21M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",15.5,$473.67M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",126.99,$5.07B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",17.03,$971.79M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",2.38,$271.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
ATAC,Atlantic Acquisition Corp.,9.78,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atac
ATACR,Atlantic Acquisition Corp.,0.42,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacr
ATACU,Atlantic Acquisition Corp.,10.1768,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacu
AAPC,Atlantic Alliance Partnership Corp.,10.61,$39.12M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aapc
AAME,Atlantic American Corporation,3.3,$67.53M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",17.65,$452.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,8.43,$131.12M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,Atlantica Yield plc,19.78,$1.98B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,Atlanticus Holdings Corporation,2.31,$35.67M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,65.85,$1.66B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",17.65,$212.34M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",26.05,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,36.39,$8.31B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",49.95,$809.46M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,4.87,$59.22M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,0.52,$6.08M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",21.61,$741.96M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,657.5,$1.22B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,6.98,$119.1M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",3.875,$115.13M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",35,$127.53M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",25.75,$715.44M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,6.94,$224.93M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,6.27,$523.77M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.6923,$30.69M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,Autobytel Inc.,7.62,$96.95M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",113.84,$24.95B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",106.55,$47.36B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,Avadel Pharmaceuticals plc,9.22,$369.58M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
ATXI,"Avenue Therapeutics, Inc.",5.55,$55.73M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",3.77,$446.02M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",91.6,$2.92B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",16.99,$90.35M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",4.49,$184.67M,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.2399,$5.74M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,"Aviragen Therapeutics, Inc.",0.724,$27.98M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,"Avis Budget Group, Inc.",36.19,$2.99B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,Avista Healthcare Public Acquisition Corp.,9.98,$386.73M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AHPAU,Avista Healthcare Public Acquisition Corp.,10.35,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau
AHPAW,Avista Healthcare Public Acquisition Corp.,0.4,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw
AWRE,"Aware, Inc.",4.8,$104.3M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,Axar Acquisition Corp.,10.0041,$85.1M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axar
AXARU,Axar Acquisition Corp.,9.98,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axaru
AXARW,Axar Acquisition Corp.,0.079,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/axarw
ACLS,"Axcelis Technologies, Inc.",24.55,$766.54M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",18.9,$628.24M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",22.4,$1.18B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn
AXON          ,Axovant Sciences Ltd.,22.88,$2.46B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",5.1,$120.42M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,8.85,$342.09M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,"AzurRx BioPharma, Inc.",4.3,$48.3M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,15.5,$463.28M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",16.55,$437.18M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
RILYL,"B. Riley Financial, Inc.",25.69,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",25.57,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,1.7,$5.2M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",239.07,$82.9B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,77.65,$2.48B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",22.93,$346.74M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",22.15,$334.95M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",4.63,$811.03M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,52.15,$3.32B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.82,$26.82M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",14.01,$48.17M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,Bank Mutual Corporation,9.75,$447.84M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),10.55,$171.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,65.75,$405.4M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,47.7,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,18.85,$93.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",13.87,$60.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,44.44,$5.7B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,15.75,$286.3M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",35.19,$270.42M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,57.01,$1.9B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,40.09,$2.18B,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,Barclays Inverse US Treasury Composite ETN,21.609,$14.7M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
BHAC,Barington/Hilco Acquisition Corp.,10.448,$49.63M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.3,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.7,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.1207,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",54.23,$395.63M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",37.05,$397.35M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",7.9004,$84.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,"Bazaarvoice, Inc.",4.8,$410.83M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,"BCB Bancorp, Inc. (NJ)",12.8,$186.65M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",49.24,$2.97B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,"Bear State Financial, Inc.",10.26,$386.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,"Beasley Broadcast Group, Inc.",10.9,$313.79M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",4.83,$39.1M,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,27.3,$3.95B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",82.77,$3.76B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,23.39,$281.7M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,27,$325.18M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",1.1,$39.06M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",12.73,$422.97M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",15.65,$1.19B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",31.6,$985.28M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,2.06,$21.13M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,0.37,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BYSI,"BeyondSpring, Inc.",38.11,$870.62M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi
BGCP,"BGC Partners, Inc.",13.31,$3.81B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,7.6,$166.23M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,"Bioanalytical Systems, Inc.",1.62,$13.35M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
ORPN,Bioblast Pharma Ltd.,0.54,$9.02M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",1.28,$38.72M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",5.42,$436.13M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",2.7,$149.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,Biogen Inc.,318.18,$67.27B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BKYI,"BIO-key International, Inc.",2.73,$17.74M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bkyi
BIOL,"Biolase, Inc.",0.5497,$41.76M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",5.29,$69.98M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
BLRX,BioLineRx Ltd.,1.07,$111.39M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,91.98,$16.12B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BMRA,"Biomerica, Inc.",2.78,$23.66M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra
BVXV,BiondVax Pharmaceuticals Ltd.,7.33,$35.69M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
